case_id,stage,status,ip_type,parameters,strategy,strategy_version,random_seed,case_budget,coverage_targets,metrics,run_dir,log_path
concat_bits128,generate_testbench,PASS,xlconcat,"{""input_widths"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}",directed_random,1.0,2026,512,"[""port_boundaries""]","{""checked_transaction_count"":529,""comparison_kind"":""combinational"",""coverage_model"":""input_bins:1.0"",""covered_targets"":[""port_boundaries""],""defined_output_bits_by_port"":{""dout"":67712},""directed_count"":258,""directed_sequence_cycles"":16,""directed_suffix_cycles"":0,""elapsed_seconds"":0.13901514397002757,""flush_cycles"":1,""fully_masked_cycles"":0,""gap_cycles"":0,""generated_count"":512,""input_cycles"":529,""input_space_fraction"":1.504632769052528e-36,""input_space_size"":340282366920938463463374607431768211456,""masked_output_bits"":0,""masked_reason_cycles"":{},""max_observed_gap"":0,""missing_targets"":[],""schedule_version"":""1.0"",""sequence_coverage"":""not_measured"",""strategy"":""directed_random"",""strategy_version"":""1.0"",""target_coverage"":{""port_boundaries"":{""fraction"":1.0,""hit_bins"":[""In0:0"",""In0:1"",""In100:0"",""In100:1"",""In101:0"",""In101:1"",""In102:0"",""In102:1"",""In103:0"",""In103:1"",""In104:0"",""In104:1"",""In105:0"",""In105:1"",""In106:0"",""In106:1"",""In107:0"",""In107:1"",""In108:0"",""In108:1"",""In109:0"",""In109:1"",""In10:0"",""In10:1"",""In110:0"",""In110:1"",""In111:0"",""In111:1"",""In112:0"",""In112:1"",""In113:0"",""In113:1"",""In114:0"",""In114:1"",""In115:0"",""In115:1"",""In116:0"",""In116:1"",""In117:0"",""In117:1"",""In118:0"",""In118:1"",""In119:0"",""In119:1"",""In11:0"",""In11:1"",""In120:0"",""In120:1"",""In121:0"",""In121:1"",""In122:0"",""In122:1"",""In123:0"",""In123:1"",""In124:0"",""In124:1"",""In125:0"",""In125:1"",""In126:0"",""In126:1"",""In127:0"",""In127:1"",""In12:0"",""In12:1"",""In13:0"",""In13:1"",""In14:0"",""In14:1"",""In15:0"",""In15:1"",""In16:0"",""In16:1"",""In17:0"",""In17:1"",""In18:0"",""In18:1"",""In19:0"",""In19:1"",""In1:0"",""In1:1"",""In20:0"",""In20:1"",""In21:0"",""In21:1"",""In22:0"",""In22:1"",""In23:0"",""In23:1"",""In24:0"",""In24:1"",""In25:0"",""In25:1"",""In26:0"",""In26:1"",""In27:0"",""In27:1"",""In28:0"",""In28:1"",""In29:0"",""In29:1"",""In2:0"",""In2:1"",""In30:0"",""In30:1"",""In31:0"",""In31:1"",""In32:0"",""In32:1"",""In33:0"",""In33:1"",""In34:0"",""In34:1"",""In35:0"",""In35:1"",""In36:0"",""In36:1"",""In37:0"",""In37:1"",""In38:0"",""In38:1"",""In39:0"",""In39:1"",""In3:0"",""In3:1"",""In40:0"",""In40:1"",""In41:0"",""In41:1"",""In42:0"",""In42:1"",""In43:0"",""In43:1"",""In44:0"",""In44:1"",""In45:0"",""In45:1"",""In46:0"",""In46:1"",""In47:0"",""In47:1"",""In48:0"",""In48:1"",""In49:0"",""In49:1"",""In4:0"",""In4:1"",""In50:0"",""In50:1"",""In51:0"",""In51:1"",""In52:0"",""In52:1"",""In53:0"",""In53:1"",""In54:0"",""In54:1"",""In55:0"",""In55:1"",""In56:0"",""In56:1"",""In57:0"",""In57:1"",""In58:0"",""In58:1"",""In59:0"",""In59:1"",""In5:0"",""In5:1"",""In60:0"",""In60:1"",""In61:0"",""In61:1"",""In62:0"",""In62:1"",""In63:0"",""In63:1"",""In64:0"",""In64:1"",""In65:0"",""In65:1"",""In66:0"",""In66:1"",""In67:0"",""In67:1"",""In68:0"",""In68:1"",""In69:0"",""In69:1"",""In6:0"",""In6:1"",""In70:0"",""In70:1"",""In71:0"",""In71:1"",""In72:0"",""In72:1"",""In73:0"",""In73:1"",""In74:0"",""In74:1"",""In75:0"",""In75:1"",""In76:0"",""In76:1"",""In77:0"",""In77:1"",""In78:0"",""In78:1"",""In79:0"",""In79:1"",""In7:0"",""In7:1"",""In80:0"",""In80:1"",""In81:0"",""In81:1"",""In82:0"",""In82:1"",""In83:0"",""In83:1"",""In84:0"",""In84:1"",""In85:0"",""In85:1"",""In86:0"",""In86:1"",""In87:0"",""In87:1"",""In88:0"",""In88:1"",""In89:0"",""In89:1"",""In8:0"",""In8:1"",""In90:0"",""In90:1"",""In91:0"",""In91:1"",""In92:0"",""In92:1"",""In93:0"",""In93:1"",""In94:0"",""In94:1"",""In95:0"",""In95:1"",""In96:0"",""In96:1"",""In97:0"",""In97:1"",""In98:0"",""In98:1"",""In99:0"",""In99:1"",""In9:0"",""In9:1""],""hit_count"":256,""missing_bins"":[],""total_count"":256}},""unique_count"":512}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/cases/xlconcat/concat_bits128,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/xlconcat/concat_bits128/generate_testbench/generate_testbench.log
concat_bits128,sim_selfcheck,SIMULATION_FAILED,xlconcat,"{""input_widths"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}",directed_random,1.0,2026,512,"[""port_boundaries""]","{""actual_output_sha256"":""f606dcc8da875f10b03dad5dc93f3fc2b3c4633931bce1cf0dc461117fde45b3"",""elapsed_seconds"":17.716144171077758,""failure_detail_file"":""outputs/failure.json"",""failure_detail_sha256"":""4d940411a20d42698cd1ec8af3aef17024923483e78e71daeb0d899f42c9abb7"",""failure_evidence"":{""actual"":""00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"",""causal_input_not_identified"":true,""classification"":""UNTRIAGED"",""contains_unknown_bits"":false,""difference_summary"":{""all_rows_visited"":true,""artifact_issues"":0,""classification"":""OBSERVATION_GROUPS_NOT_BUG_COUNTS"",""difference_kind_counts"":{""missing_output"":527,""value_mismatch"":1},""difference_rows"":528,""group_limit"":256,""grouping"":""kind_phase_output_field_route:1.0"",""groups_truncated"":false,""layout_issue_rows"":{},""omitted_group_memberships"":0,""retained_group_count"":4,""rows_without_input_mapping"":0,""schema_version"":1},""expected"":""11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",""kind"":""value_mismatch"",""output_index"":1,""preceding_cycles"":[{""inputs"":{""In0"":0,""In1"":0,""In10"":0,""In100"":0,""In101"":0,""In102"":0,""In103"":0,""In104"":0,""In105"":0,""In106"":0,""In107"":0,""In108"":0,""In109"":0,""In11"":0,""In110"":0,""In111"":0,""In112"":0,""In113"":0,""In114"":0,""In115"":0,""In116"":0,""In117"":0,""In118"":0,""In119"":0,""In12"":0,""In120"":0,""In121"":0,""In122"":0,""In123"":0,""In124"":0,""In125"":0,""In126"":0,""In127"":0,""In13"":0,""In14"":0,""In15"":0,""In16"":0,""In17"":0,""In18"":0,""In19"":0,""In2"":0,""In20"":0,""In21"":0,""In22"":0,""In23"":0,""In24"":0,""In25"":0,""In26"":0,""In27"":0,""In28"":0,""In29"":0,""In3"":0,""In30"":0,""In31"":0,""In32"":0,""In33"":0,""In34"":0,""In35"":0,""In36"":0,""In37"":0,""In38"":0,""In39"":0,""In4"":0,""In40"":0,""In41"":0,""In42"":0,""In43"":0,""In44"":0,""In45"":0,""In46"":0,""In47"":0,""In48"":0,""In49"":0,""In5"":0,""In50"":0,""In51"":0,""In52"":0,""In53"":0,""In54"":0,""In55"":0,""In56"":0,""In57"":0,""In58"":0,""In59"":0,""In6"":0,""In60"":0,""In61"":0,""In62"":0,""In63"":0,""In64"":0,""In65"":0,""In66"":0,""In67"":0,""In68"":0,""In69"":0,""In7"":0,""In70"":0,""In71"":0,""In72"":0,""In73"":0,""In74"":0,""In75"":0,""In76"":0,""In77"":0,""In78"":0,""In79"":0,""In8"":0,""In80"":0,""In81"":0,""In82"":0,""In83"":0,""In84"":0,""In85"":0,""In86"":0,""In87"":0,""In88"":0,""In89"":0,""In9"":0,""In90"":0,""In91"":0,""In92"":0,""In93"":0,""In94"":0,""In95"":0,""In96"":0,""In97"":0,""In98"":0,""In99"":0},""phase"":""directed_sequence"",""vector_index"":null}],""sampled_cycle"":{""inputs"":{""In0"":1,""In1"":1,""In10"":1,""In100"":1,""In101"":1,""In102"":1,""In103"":1,""In104"":1,""In105"":1,""In106"":1,""In107"":1,""In108"":1,""In109"":1,""In11"":1,""In110"":1,""In111"":1,""In112"":1,""In113"":1,""In114"":1,""In115"":1,""In116"":1,""In117"":1,""In118"":1,""In119"":1,""In12"":1,""In120"":1,""In121"":1,""In122"":1,""In123"":1,""In124"":1,""In125"":1,""In126"":1,""In127"":1,""In13"":1,""In14"":1,""In15"":1,""In16"":1,""In17"":1,""In18"":1,""In19"":1,""In2"":1,""In20"":1,""In21"":1,""In22"":1,""In23"":1,""In24"":1,""In25"":1,""In26"":1,""In27"":1,""In28"":1,""In29"":1,""In3"":1,""In30"":1,""In31"":1,""In32"":1,""In33"":1,""In34"":1,""In35"":1,""In36"":1,""In37"":1,""In38"":1,""In39"":1,""In4"":1,""In40"":1,""In41"":1,""In42"":1,""In43"":1,""In44"":1,""In45"":1,""In46"":1,""In47"":1,""In48"":1,""In49"":1,""In5"":1,""In50"":1,""In51"":1,""In52"":1,""In53"":1,""In54"":1,""In55"":1,""In56"":1,""In57"":1,""In58"":1,""In59"":1,""In6"":1,""In60"":1,""In61"":1,""In62"":1,""In63"":1,""In64"":1,""In65"":1,""In66"":1,""In67"":1,""In68"":1,""In69"":1,""In7"":1,""In70"":1,""In71"":1,""In72"":1,""In73"":1,""In74"":1,""In75"":1,""In76"":1,""In77"":1,""In78"":1,""In79"":1,""In8"":1,""In80"":1,""In81"":1,""In82"":1,""In83"":1,""In84"":1,""In85"":1,""In86"":1,""In87"":1,""In88"":1,""In89"":1,""In9"":1,""In90"":1,""In91"":1,""In92"":1,""In93"":1,""In94"":1,""In95"":1,""In96"":1,""In97"":1,""In98"":1,""In99"":1},""phase"":""directed_sequence"",""vector_index"":null},""timing_mode"":""continuous""},""output_count"":2,""returncode"":1,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/cases/xlconcat/concat_bits128,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/xlconcat/concat_bits128/sim_selfcheck/sim_selfcheck.log
fp_mul64_low,create_ip,PASS,floating_point,"{""a_user_width"":7,""architecture"":""Low_Latency"",""b_user_width"":9,""has_a_last"":true,""has_b_last"":true,""has_invalid_op"":true,""has_operation_last"":false,""has_overflow"":true,""has_underflow"":true,""input_exponent"":11,""input_fraction"":53,""last_mode"":""And"",""mult_usage"":""Max_Usage"",""operation"":""Multiply"",""operation_user_width"":0,""optimization"":""Performance""}",directed_random,1.0,20260915,1024,"[""port_boundaries""]","{""elapsed_seconds"":6.268735379911959,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/cases/floating_point/fp_mul64_low,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/floating_point/fp_mul64_low/create_ip/create_ip.log
fp_mul64_low,generate_testbench,PASS,floating_point,"{""a_user_width"":7,""architecture"":""Low_Latency"",""b_user_width"":9,""has_a_last"":true,""has_b_last"":true,""has_invalid_op"":true,""has_operation_last"":false,""has_overflow"":true,""has_underflow"":true,""input_exponent"":11,""input_fraction"":53,""last_mode"":""And"",""mult_usage"":""Max_Usage"",""operation"":""Multiply"",""operation_user_width"":0,""optimization"":""Performance""}",directed_random,1.0,20260915,1024,"[""port_boundaries""]","{""backpressure_pattern"":""seeded_with_long_stalls:1.0"",""checked_input_transfers"":14626,""checked_output_transfers"":7313,""checked_transaction_count"":7313,""comparison_kind"":""accepted_axis_payload"",""coverage_model"":""input_bins:1.0"",""covered_targets"":[""port_boundaries""],""directed_count"":34,""elapsed_seconds"":0.2084702500142157,""expected_packet_boundaries"":1828,""gap_cycles"":75567,""generated_count"":1024,""initial_sink_stall_cycles"":240,""input_clock_period_ns"":10,""input_cycles"":82880,""input_lane_count"":2,""input_payload_width"":146,""input_space_fraction"":4.591774807899561e-41,""input_space_size"":22300745198530623141535718272648361505980416,""max_observed_gap"":48,""missing_targets"":[],""output_branch_count"":1,""output_clock_period_ns"":10,""output_payload_width"":84,""output_to_input_transfer_ratio"":1.0,""payload_byte_qualifiers"":""all_bytes_valid"",""prepared_additional_transfers"":6289,""reference_contract"":{""arithmetic"":""integer_exact"",""cycles_per_operation"":1,""denormals"":""signed_zero"",""drain_cycles"":128,""input_barrier"":false,""latency_check"":""accepted_operand_order"",""model"":""floating_point_arithmetic:1.0"",""nan_result"":""pg060_canonical"",""operation_coverage"":""fixed"",""operation_padding"":""no_operation_channel"",""output_padding"":""sign_extension"",""rounding"":""nearest_even"",""underflow_detection"":""after_unbounded_exponent_rounding"",""underflow_documentation_conflict"":true,""user_pattern"":""walking_bits_and_full_width_tags:1.0""},""schedule_version"":""1.0"",""sequence_coverage"":""see_protocol_summary_not_measured_as_percentage"",""simulation_mode"":""behavioral"",""source_timing_pattern"":""floating_point_independent_operands:1.0"",""strategy"":""directed_random"",""strategy_version"":""1.0"",""target_coverage"":{""port_boundaries"":{""fraction"":1.0,""hit_bins"":[""a_tdata:0"",""a_tdata:1"",""a_tdata:18446744073709551614"",""a_tdata:18446744073709551615"",""a_tdata:9223372036854775807"",""a_tuser:0"",""a_tuser:1"",""a_tuser:126"",""a_tuser:127"",""a_tuser:63"",""b_tdata:0"",""b_tdata:1"",""b_tdata:18446744073709551614"",""b_tdata:18446744073709551615"",""b_tdata:9223372036854775807"",""b_tuser:0"",""b_tuser:1"",""b_tuser:255"",""b_tuser:510"",""b_tuser:511""],""hit_count"":20,""missing_bins"":[],""total_count"":20}},""unique_count"":1024}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/cases/floating_point/fp_mul64_low,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/floating_point/fp_mul64_low/generate_testbench/generate_testbench.log
fp_mul64_low,sim_selfcheck,SIMULATION_FAILED,floating_point,"{""a_user_width"":7,""architecture"":""Low_Latency"",""b_user_width"":9,""has_a_last"":true,""has_b_last"":true,""has_invalid_op"":true,""has_operation_last"":false,""has_overflow"":true,""has_underflow"":true,""input_exponent"":11,""input_fraction"":53,""last_mode"":""And"",""mult_usage"":""Max_Usage"",""operation"":""Multiply"",""operation_user_width"":0,""optimization"":""Performance""}",directed_random,1.0,20260915,1024,"[""port_boundaries""]","{""actual_output_sha256"":""8058d8936484f664c26ccca4944dcc6da700d3d83377e392c3db4330339f1024"",""elapsed_seconds"":21.630508034024388,""failure_detail_file"":""outputs/failure.json"",""failure_detail_sha256"":""3c9590830953bcda0318cfbe1112be092b3dfbfc9cac226e2ec888c1b72e7453"",""failure_evidence"":{""actual"":""001111000111000000000000000000000000000000000010000000000000000000011001101101111000"",""classification"":""UNTRIAGED"",""contains_unknown_bits"":false,""difference_summary"":{""all_rows_visited"":true,""artifact_issues"":0,""classification"":""OBSERVATION_GROUPS_NOT_BUG_COUNTS"",""difference_kind_counts"":{""missing_output"":5067,""value_mismatch"":1},""difference_rows"":5068,""group_limit"":256,""grouping"":""kind_phase_output_field_route:1.0"",""groups_truncated"":false,""layout_issue_rows"":{},""omitted_group_memberships"":0,""retained_group_count"":2,""rows_without_input_mapping"":0,""schema_version"":1},""expected"":""001111001000000000000000000000000000000000000000000000000000000000011001101101111000"",""input_vector"":{""a_tdata"":4607182418800017406,""a_tlast"":1,""a_tuser"":111,""b_tdata"":4359484439294640129,""b_tlast"":0,""b_tuser"":102},""kind"":""value_mismatch"",""output_index"":2245,""timing_mode"":""random_gaps"",""vector_index"":2245},""output_count"":2246,""returncode"":1,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/cases/floating_point/fp_mul64_low,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/floating_point/fp_mul64_low/sim_selfcheck/sim_selfcheck.log
axi_lmb_bridge_standard_32,create_ip,PASS,axi_lmb_bridge,"{""address_width"":32,""data_width"":32,""id_width"":1,""lmb_protocol"":""Standard"",""protection"":false,""use_pause"":false}",directed_random,1.0,20260960,64,"[""port_boundaries""]","{""elapsed_seconds"":4.719914017012343,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/cases/axi_lmb_bridge/axi_lmb_bridge_standard_32,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/axi_lmb_bridge/axi_lmb_bridge_standard_32/create_ip/create_ip.log
axi_lmb_bridge_standard_32,generate_testbench,PASS,axi_lmb_bridge,"{""address_width"":32,""data_width"":32,""id_width"":1,""lmb_protocol"":""Standard"",""protection"":false,""use_pause"":false}",directed_random,1.0,20260960,64,"[""port_boundaries""]","{""checked_transaction_count"":148,""comparison_kind"":""axi4_burst_and_lmb_access_sequence"",""coverage_model"":""input_bins:1.0"",""covered_targets"":[""port_boundaries""],""directed_count"":42,""elapsed_seconds"":0.0043664900586009026,""generated_count"":64,""input_space_fraction"":3.3881317890172014e-21,""input_space_size"":18889465931478580854784,""lmb_access_count"":135,""missing_targets"":[],""operation_count"":141,""reference_sequence_events"":{""backpressured_responses"":92,""beats_1"":135,""beats_2"":2,""beats_4"":4,""burst_fixed"":2,""burst_increment"":137,""burst_wrap"":2,""read_address_error"":1,""read_normal"":68,""read_uncorrectable_error"":1,""suppressed_zero_strobe"":20,""w_before_aw"":33,""waited_transactions"":80,""write_address_error"":1,""write_normal"":69,""write_uncorrectable_error"":1},""sequence_coverage"":""directed_legal_bursts_and_generated_single_beats"",""strategy"":""directed_random"",""strategy_version"":""1.0"",""target_coverage"":{""port_boundaries"":{""fraction"":1.0,""hit_bins"":[""sample_address:0"",""sample_address:1"",""sample_address:2147483647"",""sample_address:4294967294"",""sample_address:4294967295"",""sample_data:0"",""sample_data:1"",""sample_data:2147483647"",""sample_data:4294967294"",""sample_data:4294967295"",""sample_id:0"",""sample_id:1"",""sample_prot:0"",""sample_prot:1"",""sample_prot:3"",""sample_prot:6"",""sample_prot:7"",""sample_strobe:0"",""sample_strobe:1"",""sample_strobe:14"",""sample_strobe:15"",""sample_strobe:7"",""sample_wait:0"",""sample_wait:1"",""sample_wait:2"",""sample_wait:3""],""hit_count"":26,""missing_bins"":[],""total_count"":26}},""unique_count"":64}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/cases/axi_lmb_bridge/axi_lmb_bridge_standard_32,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/axi_lmb_bridge/axi_lmb_bridge_standard_32/generate_testbench/generate_testbench.log
axi_lmb_bridge_standard_32,sim_selfcheck,PASS,axi_lmb_bridge,"{""address_width"":32,""data_width"":32,""id_width"":1,""lmb_protocol"":""Standard"",""protection"":false,""use_pause"":false}",directed_random,1.0,20260960,64,"[""port_boundaries""]","{""actual_output_sha256"":""fbeaed140b69e2b86a2a4394db369c2ade9ebd177ce85dac727eb16701697f6a"",""elapsed_seconds"":14.401379771064967,""output_count"":148,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/cases/axi_lmb_bridge/axi_lmb_bridge_standard_32,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/axi_lmb_bridge/axi_lmb_bridge_standard_32/sim_selfcheck/sim_selfcheck.log
axi_lmb_bridge_protected_64,create_ip,PASS,axi_lmb_bridge,"{""address_width"":32,""data_width"":64,""id_width"":4,""lmb_protocol"":""Standard"",""protection"":true,""use_pause"":false}",directed_random,1.0,20260961,64,"[""port_boundaries""]","{""elapsed_seconds"":4.665132286027074,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/cases/axi_lmb_bridge/axi_lmb_bridge_protected_64,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/axi_lmb_bridge/axi_lmb_bridge_protected_64/create_ip/create_ip.log
axi_lmb_bridge_protected_64,generate_testbench,PASS,axi_lmb_bridge,"{""address_width"":32,""data_width"":64,""id_width"":4,""lmb_protocol"":""Standard"",""protection"":true,""use_pause"":false}",directed_random,1.0,20260961,64,"[""port_boundaries""]","{""checked_transaction_count"":148,""comparison_kind"":""axi4_burst_and_lmb_access_sequence"",""coverage_model"":""input_bins:1.0"",""covered_targets"":[""port_boundaries""],""directed_count"":48,""elapsed_seconds"":0.005633409833535552,""generated_count"":64,""input_space_fraction"":6.162975822039155e-33,""input_space_size"":10384593717069655257060992658440192,""lmb_access_count"":133,""missing_targets"":[],""operation_count"":141,""reference_sequence_events"":{""backpressured_responses"":92,""beats_1"":135,""beats_2"":2,""beats_4"":4,""burst_fixed"":2,""burst_increment"":137,""burst_wrap"":2,""read_address_error"":1,""read_normal"":68,""read_uncorrectable_error"":1,""suppressed_zero_strobe"":22,""w_before_aw"":33,""waited_transactions"":78,""write_address_error"":1,""write_normal"":69,""write_uncorrectable_error"":1},""sequence_coverage"":""directed_legal_bursts_and_generated_single_beats"",""strategy"":""directed_random"",""strategy_version"":""1.0"",""target_coverage"":{""port_boundaries"":{""fraction"":1.0,""hit_bins"":[""sample_address:0"",""sample_address:1"",""sample_address:2147483647"",""sample_address:4294967294"",""sample_address:4294967295"",""sample_data:0"",""sample_data:1"",""sample_data:18446744073709551614"",""sample_data:18446744073709551615"",""sample_data:9223372036854775807"",""sample_id:0"",""sample_id:1"",""sample_id:14"",""sample_id:15"",""sample_id:7"",""sample_prot:0"",""sample_prot:1"",""sample_prot:3"",""sample_prot:6"",""sample_prot:7"",""sample_strobe:0"",""sample_strobe:1"",""sample_strobe:127"",""sample_strobe:254"",""sample_strobe:255"",""sample_wait:0"",""sample_wait:1"",""sample_wait:2"",""sample_wait:3""],""hit_count"":29,""missing_bins"":[],""total_count"":29}},""unique_count"":64}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/cases/axi_lmb_bridge/axi_lmb_bridge_protected_64,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/axi_lmb_bridge/axi_lmb_bridge_protected_64/generate_testbench/generate_testbench.log
axi_lmb_bridge_protected_64,sim_selfcheck,PASS,axi_lmb_bridge,"{""address_width"":32,""data_width"":64,""id_width"":4,""lmb_protocol"":""Standard"",""protection"":true,""use_pause"":false}",directed_random,1.0,20260961,64,"[""port_boundaries""]","{""actual_output_sha256"":""5dff34eda905a172eed342674fe960a14b97a2430da30d618c17fa354eff18a3"",""elapsed_seconds"":14.412133071105927,""output_count"":148,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/cases/axi_lmb_bridge/axi_lmb_bridge_protected_64,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-10-15_UTC+0800_a223367f/axi_lmb_bridge/axi_lmb_bridge_protected_64/sim_selfcheck/sim_selfcheck.log
