case_id,stage,status,ip_type,parameters,strategy,strategy_version,random_seed,case_budget,coverage_targets,metrics,run_dir,log_path
multiplier_u8_u8,create_ip,PASS,multiplier,"{""a_type"":""Unsigned"",""a_width"":8,""b_type"":""Unsigned"",""b_width"":8,""pipeline_stages"":2}",coverage_guided,1.0,20260917,41,"[""boundary_values"",""full_precision"",""operand_magnitude""]","{""elapsed_seconds"":4.724404789041728,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/multiplier/multiplier_u8_u8,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/multiplier/multiplier_u8_u8/create_ip/create_ip.log
multiplier_u8_u8,generate_testbench,PASS,multiplier,"{""a_type"":""Unsigned"",""a_width"":8,""b_type"":""Unsigned"",""b_width"":8,""pipeline_stages"":2}",coverage_guided,1.0,20260917,41,"[""boundary_values"",""full_precision"",""operand_magnitude""]","{""checked_transaction_count"":41,""coverage_model"":""input_bins:1.0"",""covered_targets"":[""boundary_values"",""full_precision"",""operand_magnitude""],""directed_count"":9,""elapsed_seconds"":0.10435343417339027,""gap_cycles"":0,""generated_count"":41,""input_cycles"":41,""input_space_fraction"":0.0006256103515625,""input_space_size"":65536,""max_observed_gap"":0,""missing_targets"":[],""schedule_version"":""1.0"",""strategy"":""coverage_guided"",""strategy_version"":""1.0"",""target_coverage"":{""boundary_values"":{""fraction"":1.0,""hit_bins"":[""boundary:a:max"",""boundary:a:min"",""boundary:b:max"",""boundary:b:min""],""hit_count"":4,""missing_bins"":[],""total_count"":4},""full_precision"":{""fraction"":1.0,""hit_bins"":[""product_upper:nonzero"",""product_upper:zero""],""hit_count"":2,""missing_bins"":[],""total_count"":2},""operand_magnitude"":{""fraction"":1.0,""hit_bins"":[""magnitude:a:0"",""magnitude:a:1"",""magnitude:a:2"",""magnitude:a:3"",""magnitude:a:4"",""magnitude:a:5"",""magnitude:a:6"",""magnitude:a:7"",""magnitude:a:8"",""magnitude:b:0"",""magnitude:b:1"",""magnitude:b:2"",""magnitude:b:3"",""magnitude:b:4"",""magnitude:b:5"",""magnitude:b:6"",""magnitude:b:7"",""magnitude:b:8""],""hit_count"":18,""missing_bins"":[],""total_count"":18}},""unique_count"":41}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/multiplier/multiplier_u8_u8,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/multiplier/multiplier_u8_u8/generate_testbench/generate_testbench.log
multiplier_u8_u8,sim_selfcheck,PASS,multiplier,"{""a_type"":""Unsigned"",""a_width"":8,""b_type"":""Unsigned"",""b_width"":8,""pipeline_stages"":2}",coverage_guided,1.0,20260917,41,"[""boundary_values"",""full_precision"",""operand_magnitude""]","{""actual_output_sha256"":""ca5b16f3636f6692411bad18a4da651e1f9131777e17b83b0a4b04a68ff81488"",""elapsed_seconds"":15.574626802932471,""output_count"":41,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/multiplier/multiplier_u8_u8,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/multiplier/multiplier_u8_u8/sim_selfcheck/sim_selfcheck.log
multiplier_s16_u8,create_ip,PASS,multiplier,"{""a_type"":""Signed"",""a_width"":16,""b_type"":""Unsigned"",""b_width"":8,""pipeline_stages"":3}",directed_random,1.0,20260918,45,"[""boundary_values"",""sign_combinations"",""full_precision""]","{""elapsed_seconds"":4.759852153016254,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/multiplier/multiplier_s16_u8,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/multiplier/multiplier_s16_u8/create_ip/create_ip.log
multiplier_s16_u8,generate_testbench,PASS,multiplier,"{""a_type"":""Signed"",""a_width"":16,""b_type"":""Unsigned"",""b_width"":8,""pipeline_stages"":3}",directed_random,1.0,20260918,45,"[""boundary_values"",""sign_combinations"",""full_precision""]","{""checked_transaction_count"":45,""coverage_model"":""input_bins:1.0"",""covered_targets"":[""boundary_values"",""full_precision"",""sign_combinations""],""directed_count"":13,""elapsed_seconds"":0.0018270851578563452,""gap_cycles"":0,""generated_count"":45,""input_cycles"":45,""input_space_fraction"":2.682209014892578e-06,""input_space_size"":16777216,""max_observed_gap"":0,""missing_targets"":[],""schedule_version"":""1.0"",""strategy"":""directed_random"",""strategy_version"":""1.0"",""target_coverage"":{""boundary_values"":{""fraction"":1.0,""hit_bins"":[""boundary:a:max"",""boundary:a:min"",""boundary:b:max"",""boundary:b:min""],""hit_count"":4,""missing_bins"":[],""total_count"":4},""full_precision"":{""fraction"":1.0,""hit_bins"":[""product_upper:nonzero"",""product_upper:zero""],""hit_count"":2,""missing_bins"":[],""total_count"":2},""sign_combinations"":{""fraction"":1.0,""hit_bins"":[""sign:++"",""sign:-+""],""hit_count"":2,""missing_bins"":[],""total_count"":2}},""unique_count"":45}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/multiplier/multiplier_s16_u8,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/multiplier/multiplier_s16_u8/generate_testbench/generate_testbench.log
multiplier_s16_u8,sim_selfcheck,PASS,multiplier,"{""a_type"":""Signed"",""a_width"":16,""b_type"":""Unsigned"",""b_width"":8,""pipeline_stages"":3}",directed_random,1.0,20260918,45,"[""boundary_values"",""sign_combinations"",""full_precision""]","{""actual_output_sha256"":""fa7cb41e1ec9c908ef1b1a0b911d4c0fa3b497dc1e73e7f8c003430116e804bb"",""elapsed_seconds"":15.72599394293502,""output_count"":45,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/multiplier/multiplier_s16_u8,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/multiplier/multiplier_s16_u8/sim_selfcheck/sim_selfcheck.log
multiplier_u2_u2_exhaustive,create_ip,PASS,multiplier,"{""a_type"":""Unsigned"",""a_width"":2,""b_type"":""Unsigned"",""b_width"":2,""pipeline_stages"":1}",exhaustive,1.0,0,16,"[""complete_input_space"",""full_precision""]","{""elapsed_seconds"":4.706922556972131,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/multiplier/multiplier_u2_u2_exhaustive,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/multiplier/multiplier_u2_u2_exhaustive/create_ip/create_ip.log
multiplier_u2_u2_exhaustive,generate_testbench,PASS,multiplier,"{""a_type"":""Unsigned"",""a_width"":2,""b_type"":""Unsigned"",""b_width"":2,""pipeline_stages"":1}",exhaustive,1.0,0,16,"[""complete_input_space"",""full_precision""]","{""checked_transaction_count"":16,""coverage_model"":""input_bins:1.0"",""covered_targets"":[""complete_input_space"",""full_precision""],""directed_count"":9,""elapsed_seconds"":0.0013613549526780844,""gap_cycles"":0,""generated_count"":16,""input_cycles"":16,""input_space_fraction"":1.0,""input_space_size"":16,""max_observed_gap"":0,""missing_targets"":[],""schedule_version"":""1.0"",""strategy"":""exhaustive"",""strategy_version"":""1.0"",""target_coverage"":{""complete_input_space"":{""fraction"":1.0,""hit_count"":16,""total_count"":16},""full_precision"":{""fraction"":1.0,""hit_bins"":[""product_upper:nonzero"",""product_upper:zero""],""hit_count"":2,""missing_bins"":[],""total_count"":2}},""unique_count"":16}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/multiplier/multiplier_u2_u2_exhaustive,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/multiplier/multiplier_u2_u2_exhaustive/generate_testbench/generate_testbench.log
multiplier_u2_u2_exhaustive,sim_selfcheck,PASS,multiplier,"{""a_type"":""Unsigned"",""a_width"":2,""b_type"":""Unsigned"",""b_width"":2,""pipeline_stages"":1}",exhaustive,1.0,0,16,"[""complete_input_space"",""full_precision""]","{""actual_output_sha256"":""829567f9ab3776b9417e8d7766bf2e8c795c09e96ed9a5240626557ffc5f8f74"",""elapsed_seconds"":15.509297251002863,""output_count"":16,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/multiplier/multiplier_u2_u2_exhaustive,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/multiplier/multiplier_u2_u2_exhaustive/sim_selfcheck/sim_selfcheck.log
add_mixed_control,create_ip,PASS,adder_subtractor,"{""a_type"":""Unsigned"",""a_width"":8,""b_type"":""Signed"",""b_width"":4,""ce_overrides_reset"":false,""clock_enable"":true,""latency"":1,""operation"":""Add_Subtract"",""output_width"":9,""sync_clear"":true}",directed_random,1.0,2026,512,"[""port_boundaries""]","{""elapsed_seconds"":4.801239060936496,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/adder_subtractor/add_mixed_control,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/adder_subtractor/add_mixed_control/create_ip/create_ip.log
add_mixed_control,generate_testbench,PASS,adder_subtractor,"{""a_type"":""Unsigned"",""a_width"":8,""b_type"":""Signed"",""b_width"":4,""ce_overrides_reset"":false,""clock_enable"":true,""latency"":1,""operation"":""Add_Subtract"",""output_width"":9,""sync_clear"":true}",directed_random,1.0,2026,512,"[""port_boundaries""]","{""checked_transaction_count"":513,""comparison_kind"":""post_edge_cycle"",""coverage_model"":""input_bins:1.0"",""covered_targets"":[""port_boundaries""],""defined_output_bits_by_port"":{""S"":4617},""directed_count"":44,""directed_sequence_cycles"":0,""directed_suffix_cycles"":0,""elapsed_seconds"":0.013338570948690176,""flush_cycles"":1,""fully_masked_cycles"":0,""gap_cycles"":0,""generated_count"":512,""input_cycles"":513,""input_space_fraction"":0.015625,""input_space_size"":32768,""masked_output_bits"":0,""masked_reason_cycles"":{},""max_observed_gap"":0,""missing_targets"":[],""schedule_version"":""1.0"",""sequence_coverage"":""not_measured"",""strategy"":""directed_random"",""strategy_version"":""1.0"",""target_coverage"":{""port_boundaries"":{""fraction"":1.0,""hit_bins"":[""A:0"",""A:1"",""A:127"",""A:254"",""A:255"",""ADD:0"",""ADD:1"",""B:0"",""B:1"",""B:14"",""B:15"",""B:7"",""CE:0"",""CE:1"",""SCLR:0"",""SCLR:1""],""hit_count"":16,""missing_bins"":[],""total_count"":16}},""unique_count"":512}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/adder_subtractor/add_mixed_control,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/adder_subtractor/add_mixed_control/generate_testbench/generate_testbench.log
add_mixed_control,sim_selfcheck,PASS,adder_subtractor,"{""a_type"":""Unsigned"",""a_width"":8,""b_type"":""Signed"",""b_width"":4,""ce_overrides_reset"":false,""clock_enable"":true,""latency"":1,""operation"":""Add_Subtract"",""output_width"":9,""sync_clear"":true}",directed_random,1.0,2026,512,"[""port_boundaries""]","{""actual_output_sha256"":""3826bd583546f9db32354fcc67468ac7ef53f4b8260d393c538d33746dda20bc"",""elapsed_seconds"":15.752390840090811,""output_count"":513,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/adder_subtractor/add_mixed_control,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/adder_subtractor/add_mixed_control/sim_selfcheck/sim_selfcheck.log
add_comb_subtract,create_ip,PASS,adder_subtractor,"{""a_type"":""Unsigned"",""a_width"":9,""b_type"":""Unsigned"",""b_width"":9,""ce_overrides_reset"":false,""clock_enable"":false,""latency"":0,""operation"":""Subtract"",""output_width"":9,""sync_clear"":false}",directed_random,1.0,2026,512,"[""port_boundaries""]","{""elapsed_seconds"":4.763361324090511,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/adder_subtractor/add_comb_subtract,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/adder_subtractor/add_comb_subtract/create_ip/create_ip.log
add_comb_subtract,generate_testbench,PASS,adder_subtractor,"{""a_type"":""Unsigned"",""a_width"":9,""b_type"":""Unsigned"",""b_width"":9,""ce_overrides_reset"":false,""clock_enable"":false,""latency"":0,""operation"":""Subtract"",""output_width"":9,""sync_clear"":false}",directed_random,1.0,2026,512,"[""port_boundaries""]","{""checked_transaction_count"":513,""comparison_kind"":""combinational"",""coverage_model"":""input_bins:1.0"",""covered_targets"":[""port_boundaries""],""defined_output_bits_by_port"":{""S"":4617},""directed_count"":16,""directed_sequence_cycles"":0,""directed_suffix_cycles"":0,""elapsed_seconds"":0.008373505901545286,""flush_cycles"":1,""fully_masked_cycles"":0,""gap_cycles"":0,""generated_count"":512,""input_cycles"":513,""input_space_fraction"":0.001953125,""input_space_size"":262144,""masked_output_bits"":0,""masked_reason_cycles"":{},""max_observed_gap"":0,""missing_targets"":[],""schedule_version"":""1.0"",""sequence_coverage"":""not_measured"",""strategy"":""directed_random"",""strategy_version"":""1.0"",""target_coverage"":{""port_boundaries"":{""fraction"":1.0,""hit_bins"":[""A:0"",""A:1"",""A:255"",""A:510"",""A:511"",""B:0"",""B:1"",""B:255"",""B:510"",""B:511""],""hit_count"":10,""missing_bins"":[],""total_count"":10}},""unique_count"":512}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/adder_subtractor/add_comb_subtract,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/adder_subtractor/add_comb_subtract/generate_testbench/generate_testbench.log
add_comb_subtract,sim_selfcheck,PASS,adder_subtractor,"{""a_type"":""Unsigned"",""a_width"":9,""b_type"":""Unsigned"",""b_width"":9,""ce_overrides_reset"":false,""clock_enable"":false,""latency"":0,""operation"":""Subtract"",""output_width"":9,""sync_clear"":false}",directed_random,1.0,2026,512,"[""port_boundaries""]","{""actual_output_sha256"":""2198b68f5bb90adf32a3192f0b15df0eb49fdc300a8e7395025a32cf42446359"",""elapsed_seconds"":15.464821292087436,""output_count"":513,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/adder_subtractor/add_comb_subtract,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/adder_subtractor/add_comb_subtract/sim_selfcheck/sim_selfcheck.log
acc_signed_control,create_ip,PASS,accumulator,"{""bypass"":true,""ce_overrides_reset"":false,""clock_enable"":true,""input_type"":""Signed"",""input_width"":8,""operation"":""Add_Subtract"",""output_width"":16,""sync_clear"":true}",directed_random,1.0,2026,512,"[""port_boundaries""]","{""elapsed_seconds"":4.701756232185289,""returncode"":0,""timed_out"":false}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/accumulator/acc_signed_control,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/accumulator/acc_signed_control/create_ip/create_ip.log
acc_signed_control,generate_testbench,PASS,accumulator,"{""bypass"":true,""ce_overrides_reset"":false,""clock_enable"":true,""input_type"":""Signed"",""input_width"":8,""operation"":""Add_Subtract"",""output_width"":16,""sync_clear"":true}",directed_random,1.0,2026,512,"[""port_boundaries""]","{""checked_transaction_count"":535,""comparison_kind"":""post_edge_cycle"",""coverage_model"":""input_bins:1.0"",""covered_targets"":[""port_boundaries""],""defined_output_bits_by_port"":{""Q"":8560},""directed_count"":34,""directed_sequence_cycles"":22,""directed_suffix_cycles"":0,""elapsed_seconds"":0.013828727882355452,""flush_cycles"":1,""fully_masked_cycles"":0,""gap_cycles"":0,""generated_count"":512,""input_cycles"":535,""input_space_fraction"":0.125,""input_space_size"":4096,""masked_output_bits"":0,""masked_reason_cycles"":{},""max_observed_gap"":0,""missing_targets"":[],""schedule_version"":""1.0"",""sequence_coverage"":""not_measured"",""strategy"":""directed_random"",""strategy_version"":""1.0"",""target_coverage"":{""port_boundaries"":{""fraction"":1.0,""hit_bins"":[""ADD:0"",""ADD:1"",""B:0"",""B:1"",""B:127"",""B:254"",""B:255"",""BYPASS:0"",""BYPASS:1"",""CE:0"",""CE:1"",""SCLR:0"",""SCLR:1""],""hit_count"":13,""missing_bins"":[],""total_count"":13}},""unique_count"":512}",<REPOSITORY_ROOT>/runs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/cases/accumulator/acc_signed_control,<REPOSITORY_ROOT>/runs/logs/history/2026.1/2026-09-22_12-47-30_UTC+0800_4bca4f69/accumulator/acc_signed_control/generate_testbench/generate_testbench.log
